,player_id,position,Player Age,Player Height (cm),Matches Played,Average Minutes per Match,Average Goals per Match,Average Assists per Match,Average Shots per Match,Average Pass Success Rate (%),Average Aerial Duels Won per Match,Average Yellow Cards per Match,Average Red Cards per Match,Average Man of the Match per Match
2429,3510,Defender,29,193,192,86.05,0.04,0.02,0.5,71.1,4.0,0.21,0.02,0.06
371,522,Midfielder,23,186,135,71.41,0.07,0.08,0.7,85.0,1.0,0.13,0.01,0.04
1974,2892,Midfielder,25,182,192,73.92,0.15,0.22,1.7,78.8,0.3,0.09,0.01,0.11
2159,3143,Midfielder,33,183,145,63.18,0.06,0.03,1.0,81.8,1.5,0.2,0.03,0.06
1111,1641,Defender,24,179,118,67.95,0.03,0.03,0.2,88.4,0.9,0.1,0.0,0.03
292,419,Midfielder,25,190,110,44.55,0.0,0.05,0.6,75.8,0.9,0.24,0.02,0.0
1322,1957,Forward,26,185,144,56.48,0.26,0.06,2.0,63.2,2.5,0.1,0.01,0.06
2879,4127,Goalkeeper,25,192,71,87.75,0.0,0.0,0.0,67.6,0.4,0.04,0.0,0.01
1713,2491,Midfielder,27,176,248,57.65,0.25,0.21,1.5,83.3,0.2,0.08,0.0,0.08
387,546,Defender,21,187,96,80.98,0.03,0.04,0.5,84.0,2.6,0.15,0.0,0.03
3099,4430,Midfielder,24,188,56,70.86,0.05,0.05,0.7,89.3,1.2,0.16,0.02,0.05
1569,2289,Midfielder,28,178,267,59.94,0.09,0.11,1.3,77.3,0.4,0.19,0.01,0.04
521,764,Defender,22,183,52,70.29,0.08,0.04,0.9,75.8,4.3,0.1,0.0,0.13
549,806,Defender,27,193,141,87.27,0.01,0.01,0.3,85.4,1.5,0.21,0.02,0.02
3460,4903,Defender,32,180,110,57.65,0.04,0.02,0.3,78.9,0.8,0.16,0.0,0.0
765,1112,Forward,33,185,176,59.73,0.24,0.12,1.9,69.6,2.9,0.15,0.0,0.09
257,365,Forward,27,187,273,72.47,0.32,0.12,2.2,72.9,1.8,0.06,0.0,0.06
2116,3076,Midfielder,21,183,96,53.22,0.04,0.1,0.6,81.1,0.2,0.05,0.0,0.01
393,557,Midfielder,23,175,89,51.8,0.12,0.08,1.1,77.7,0.3,0.16,0.0,0.02
2707,3893,Forward,20,183,55,56.51,0.16,0.04,2.0,63.1,1.6,0.02,0.0,0.02
1461,2154,Defender,31,184,55,79.8,0.0,0.09,0.3,74.7,2.0,0.15,0.02,0.05
470,688,Midfielder,23,177,107,75.45,0.02,0.06,0.7,89.4,0.7,0.31,0.0,0.02
2655,3818,Forward,30,183,98,42.04,0.15,0.08,1.3,65.2,1.0,0.15,0.01,0.03
3630,5139,Forward,38,193,552,64.07,0.38,0.13,2.4,67.6,2.7,0.1,0.01,0.07
3580,5059,Midfielder,32,184,375,71.87,0.09,0.11,1.7,78.8,0.5,0.18,0.01,0.02
1983,2903,Defender,24,176,101,60.7,0.02,0.05,0.6,80.1,1.1,0.22,0.02,0.0
3174,4528,Midfielder,27,190,188,68.64,0.19,0.11,1.8,80.8,0.8,0.09,0.0,0.05
2629,3787,Midfielder,23,172,98,52.94,0.23,0.16,1.7,80.3,0.2,0.03,0.0,0.04
724,1062,Defender,23,184,84,64.58,0.02,0.02,0.5,87.2,1.9,0.14,0.01,0.0
3336,4726,Forward,26,193,150,57.29,0.27,0.07,1.6,68.9,2.2,0.05,0.0,0.05
1503,2208,Defender,24,185,69,56.26,0.01,0.01,0.3,76.9,0.9,0.13,0.01,0.01
2989,4281,Defender,25,187,143,84.71,0.06,0.01,0.7,79.7,3.7,0.21,0.01,0.06
422,610,Midfielder,30,175,123,78.39,0.04,0.08,0.6,83.0,0.9,0.13,0.01,0.03
1173,1729,Midfielder,23,180,125,60.27,0.11,0.1,0.9,85.1,0.4,0.11,0.0,0.02
1,5,Forward,27,189,67,69.34,0.55,0.13,2.0,73.6,1.1,0.06,0.0,0.09
245,342,Midfielder,23,170,53,52.09,0.0,0.02,0.4,74.9,0.5,0.06,0.0,0.0
1255,1852,Midfielder,27,176,211,48.59,0.06,0.05,0.8,87.1,0.3,0.14,0.01,0.05
3671,5188,Midfielder,23,185,62,44.66,0.13,0.18,1.6,84.0,0.3,0.02,0.0,0.05
1671,2428,Goalkeeper,33,190,126,89.16,0.0,0.0,0.0,59.4,0.3,0.1,0.0,0.05
3141,4483,Midfielder,24,190,114,72.32,0.16,0.05,0.9,81.7,0.9,0.07,0.0,0.02
3107,4439,Defender,21,186,54,56.94,0.0,0.02,0.4,85.1,0.9,0.13,0.0,0.0
3299,4681,Defender,28,187,61,73.03,0.03,0.05,0.3,85.6,2.2,0.07,0.03,0.03
2580,3718,Goalkeeper,25,198,95,89.81,0.0,0.01,0.0,41.0,0.4,0.06,0.02,0.07
2579,3717,Midfielder,30,173,254,70.36,0.07,0.12,0.6,77.2,0.3,0.21,0.0,0.05
2878,4125,Midfielder,31,168,196,55.22,0.12,0.13,1.3,81.9,0.1,0.08,0.0,0.05
2301,3324,Midfielder,31,175,222,64.15,0.1,0.11,1.3,82.3,0.3,0.11,0.01,0.05
3434,4864,Forward,29,195,283,51.39,0.23,0.04,1.4,59.8,3.2,0.15,0.0,0.07
840,1223,Defender,31,193,165,84.36,0.05,0.01,0.4,86.0,2.2,0.18,0.01,0.01
2841,4070,Defender,29,188,170,68.53,0.03,0.04,0.5,79.2,1.7,0.11,0.0,0.01
1958,2867,Defender,32,188,351,83.31,0.03,0.01,0.6,78.0,3.5,0.15,0.01,0.05
2238,3237,Midfielder,27,187,106,69.97,0.12,0.06,1.3,78.7,0.3,0.16,0.0,0.03
3548,5018,Midfielder,21,175,79,43.47,0.15,0.03,1.1,80.4,0.3,0.13,0.0,0.08
3090,4418,Defender,29,182,173,82.73,0.04,0.03,0.4,86.5,1.9,0.21,0.02,0.01
3272,4650,Defender,27,180,124,67.14,0.02,0.02,0.3,81.0,2.2,0.1,0.01,0.02
2556,3682,Midfielder,23,173,62,54.35,0.16,0.1,1.3,79.2,0.3,0.13,0.0,0.05
1205,1778,Midfielder,30,176,330,62.16,0.09,0.09,0.7,83.2,0.4,0.09,0.0,0.01
3532,4995,Defender,24,183,127,80.82,0.01,0.06,0.5,82.8,1.0,0.2,0.0,0.01
2240,3239,Goalkeeper,29,190,149,90.0,0.0,0.0,0.0,78.8,0.2,0.03,0.0,0.01
3375,4777,Defender,30,185,154,73.74,0.07,0.05,0.6,79.3,0.7,0.18,0.0,0.01
3277,4656,Defender,28,188,96,68.12,0.02,0.04,0.2,72.7,1.2,0.15,0.01,0.02
625,900,Defender,25,188,150,77.92,0.01,0.01,0.5,82.3,2.4,0.17,0.01,0.01
1181,1742,Goalkeeper,28,193,113,90.0,0.0,0.0,0.0,77.7,0.3,0.04,0.0,0.04
2650,3812,Midfielder,27,180,120,83.32,0.02,0.07,0.3,83.5,0.7,0.33,0.02,0.02
2743,3938,Midfielder,25,170,139,65.08,0.14,0.08,1.0,81.2,0.3,0.04,0.0,0.01
1268,1867,Midfielder,29,187,156,66.79,0.02,0.1,1.0,80.0,0.7,0.29,0.01,0.02
2531,3644,Midfielder,29,177,71,76.55,0.03,0.07,0.6,80.8,0.5,0.2,0.0,0.03
2291,3312,Defender,25,187,194,82.06,0.04,0.02,0.4,80.8,2.5,0.18,0.0,0.02
1701,2471,Midfielder,31,184,350,78.29,0.13,0.1,1.2,82.4,1.0,0.19,0.0,0.01
1138,1683,Midfielder,29,181,195,73.17,0.04,0.05,0.3,90.1,0.7,0.07,0.01,0.01
1145,1693,Goalkeeper,31,186,64,87.41,0.0,0.0,0.0,63.0,0.3,0.09,0.02,0.02
2335,3368,Midfielder,26,177,159,62.02,0.14,0.19,1.2,81.2,0.4,0.11,0.0,0.08
2559,3689,Midfielder,24,175,101,64.65,0.0,0.01,0.3,89.7,0.3,0.26,0.0,0.0
2577,3714,Defender,25,184,67,78.82,0.04,0.0,0.6,79.9,2.3,0.19,0.03,0.03
2220,3215,Defender,25,184,63,67.67,0.05,0.0,0.4,77.7,1.4,0.11,0.0,0.0
3770,5318,Midfielder,29,180,185,68.33,0.07,0.06,0.7,82.5,0.8,0.14,0.01,0.02
2236,3235,Midfielder,22,188,71,78.37,0.04,0.03,1.1,82.4,2.2,0.21,0.0,0.03
2772,3976,Defender,31,193,245,87.08,0.04,0.01,0.6,84.6,3.7,0.15,0.01,0.03
2483,3585,Midfielder,31,173,292,85.88,0.01,0.05,0.4,87.1,0.8,0.16,0.01,0.02
2865,4102,Goalkeeper,38,186,402,90.15,0.0,0.0,0.0,51.9,0.2,0.04,0.0,0.02
3176,4530,Defender,25,187,69,59.12,0.01,0.03,0.2,80.0,1.5,0.1,0.0,0.01
2434,3520,Goalkeeper,27,188,206,90.3,0.0,0.0,0.0,57.8,0.2,0.07,0.0,0.02
3705,5237,Midfielder,28,175,114,56.25,0.12,0.1,0.9,84.7,0.3,0.11,0.0,0.03
3629,5138,Goalkeeper,37,188,603,89.64,0.0,0.0,0.0,62.9,0.2,0.01,0.0,0.03
3135,4475,Midfielder,21,167,71,52.52,0.13,0.23,1.0,78.6,0.4,0.08,0.0,0.04
3517,4974,Forward,26,178,89,63.49,0.22,0.04,1.8,63.3,2.7,0.17,0.01,0.03
1401,2073,Defender,32,187,241,81.34,0.01,0.02,0.3,75.9,2.4,0.18,0.01,0.02
1177,1734,Midfielder,30,178,253,84.36,0.1,0.12,1.6,80.4,0.7,0.24,0.0,0.08
1759,2569,Forward,29,194,229,74.82,0.39,0.11,2.7,61.4,5.3,0.19,0.0,0.19
3493,4941,Defender,32,180,194,87.75,0.09,0.03,1.0,80.0,2.1,0.26,0.02,0.06
1013,1497,Goalkeeper,31,192,171,87.81,0.0,0.01,0.0,62.7,0.3,0.06,0.01,0.05
1234,1822,Midfielder,24,180,69,44.93,0.03,0.03,0.4,85.7,0.8,0.09,0.0,0.03
1056,1559,Midfielder,22,179,58,38.93,0.09,0.07,0.7,77.6,0.2,0.03,0.0,0.02
1914,2801,Forward,26,193,174,74.17,0.29,0.06,1.9,63.6,3.2,0.1,0.0,0.08
2257,3265,Midfielder,35,187,553,74.99,0.06,0.07,0.9,81.2,1.1,0.14,0.01,0.03
3338,4730,Defender,24,191,97,86.81,0.06,0.02,0.6,80.6,2.6,0.13,0.02,0.03
2058,2996,Defender,28,189,115,73.49,0.04,0.03,0.4,84.0,1.4,0.16,0.01,0.02
972,1438,Midfielder,28,178,360,66.39,0.11,0.11,1.2,79.0,0.6,0.09,0.0,0.04
1831,2684,Midfielder,19,176,69,40.62,0.23,0.14,1.5,88.1,0.3,0.09,0.0,0.09
996,1474,Defender,26,187,160,82.4,0.01,0.01,0.3,90.1,1.0,0.18,0.01,0.01
2093,3045,Midfielder,37,182,252,78.36,0.17,0.04,1.6,79.5,0.4,0.17,0.0,0.05
3204,4570,Goalkeeper,29,191,115,89.03,0.0,0.0,0.0,54.3,0.2,0.01,0.01,0.01
1316,1947,Forward,21,190,64,41.0,0.14,0.03,1.1,64.9,0.8,0.11,0.0,0.0
3525,4986,Midfielder,29,171,159,77.8,0.01,0.06,0.4,87.1,0.8,0.19,0.01,0.01
2640,3801,Defender,29,178,132,70.17,0.08,0.02,1.0,82.6,2.1,0.08,0.02,0.03
915,1343,Midfielder,26,190,201,72.48,0.08,0.02,1.1,79.1,2.0,0.15,0.01,0.02
3419,4844,Defender,25,184,150,60.78,0.04,0.06,0.5,80.6,0.5,0.15,0.0,0.0
189,268,Midfielder,22,189,66,68.77,0.08,0.03,1.1,85.5,0.7,0.12,0.0,0.05
1771,2589,Midfielder,27,185,239,66.69,0.12,0.1,1.5,82.4,0.3,0.16,0.0,0.01
1034,1530,Defender,28,191,161,80.79,0.02,0.04,0.4,85.0,1.7,0.11,0.02,0.02
2255,3262,Goalkeeper,31,196,125,88.15,0.0,0.0,0.0,71.3,0.2,0.05,0.0,0.04
1309,1931,Defender,27,185,219,81.47,0.06,0.05,0.5,82.0,1.9,0.22,0.0,0.05
1526,2233,Defender,24,185,63,61.68,0.02,0.05,0.1,83.0,1.0,0.14,0.0,0.0
3006,4310,Defender,25,188,172,75.39,0.05,0.03,0.6,75.5,2.3,0.22,0.0,0.01
3308,4692,Forward,28,180,113,44.81,0.17,0.08,1.1,63.7,1.6,0.03,0.0,0.03
2755,3951,Midfielder,31,178,281,52.85,0.0,0.06,0.1,85.3,0.2,0.14,0.0,0.01
1577,2298,Defender,27,194,248,84.8,0.06,0.02,0.3,81.8,1.7,0.19,0.01,0.01
2960,4239,Midfielder,22,173,97,78.45,0.06,0.07,0.9,91.2,0.4,0.11,0.0,0.04
1794,2626,Midfielder,22,187,95,63.75,0.02,0.07,0.4,81.4,1.1,0.08,0.0,0.02
398,564,Defender,24,190,127,82.84,0.05,0.02,0.4,83.7,2.2,0.13,0.05,0.02
745,1089,Midfielder,20,189,54,54.44,0.07,0.11,0.9,77.1,1.1,0.24,0.0,0.04
1399,2069,Midfielder,25,178,133,67.36,0.16,0.2,2.0,79.0,0.9,0.15,0.0,0.09
1545,2255,Defender,30,177,66,74.74,0.03,0.12,0.5,69.7,0.6,0.21,0.0,0.0
759,1106,Defender,27,182,110,75.77,0.0,0.04,0.2,72.7,0.5,0.2,0.0,0.02
1341,1990,Midfielder,31,178,174,78.74,0.09,0.06,1.0,83.5,2.0,0.18,0.0,0.02
3495,4943,Midfielder,26,178,143,57.03,0.06,0.08,0.9,81.4,0.7,0.13,0.0,0.02
2200,3191,Defender,23,186,99,82.52,0.03,0.03,0.4,82.8,1.5,0.09,0.02,0.01
1783,2612,Midfielder,24,188,81,72.12,0.1,0.15,1.0,83.9,2.4,0.17,0.0,0.1
1174,1731,Goalkeeper,32,195,252,89.4,0.0,0.0,0.0,65.4,0.3,0.09,0.0,0.05
3602,5098,Forward,25,190,52,55.98,0.17,0.04,1.2,70.6,1.4,0.15,0.02,0.04
1119,1655,Goalkeeper,39,190,392,88.54,0.0,0.01,0.0,56.3,0.3,0.03,0.0,0.05
3424,4851,Midfielder,30,174,172,49.71,0.08,0.12,1.3,83.3,0.4,0.21,0.01,0.03
1684,2444,Defender,23,185,94,81.47,0.13,0.03,0.5,89.4,1.6,0.16,0.01,0.03
2942,4218,Midfielder,32,182,287,52.97,0.11,0.17,1.3,78.6,0.5,0.15,0.01,0.09
1289,1904,Midfielder,19,169,74,44.3,0.14,0.09,0.8,85.1,0.1,0.03,0.0,0.03
1236,1825,Goalkeeper,28,191,119,90.0,0.0,0.01,0.0,54.7,0.2,0.03,0.0,0.03
197,276,Goalkeeper,27,181,74,88.36,0.0,0.0,0.0,70.5,0.2,0.09,0.0,0.04
1420,2095,Midfielder,27,168,98,67.99,0.12,0.07,1.8,76.3,0.3,0.18,0.01,0.03
3413,4837,Forward,38,193,627,70.46,0.44,0.14,3.3,70.0,2.7,0.11,0.0,0.12
3004,4307,Midfielder,21,178,55,65.53,0.04,0.18,0.8,82.7,0.3,0.09,0.0,0.04
785,1134,Midfielder,27,172,130,61.35,0.08,0.09,1.0,81.4,0.2,0.12,0.01,0.02
935,1377,Midfielder,29,189,367,68.35,0.16,0.14,1.7,84.3,1.4,0.1,0.0,0.07
1846,2712,Midfielder,31,179,403,73.55,0.27,0.14,1.3,80.8,0.9,0.13,0.0,0.04
1828,2681,Goalkeeper,32,200,527,89.74,0.0,0.0,0.0,66.2,0.2,0.03,0.01,0.03
1637,2383,Midfielder,27,180,103,59.41,0.09,0.08,1.0,79.0,0.8,0.15,0.0,0.03
1361,2025,Goalkeeper,29,192,217,89.75,0.0,0.0,0.0,72.1,0.2,0.02,0.0,0.02
391,554,Defender,26,190,189,81.43,0.08,0.02,0.6,86.1,2.3,0.12,0.01,0.02
273,393,Goalkeeper,24,197,117,89.53,0.0,0.0,0.0,54.9,0.3,0.07,0.01,0.09
1823,2671,Midfielder,26,182,282,66.59,0.07,0.09,1.2,87.7,0.7,0.08,0.0,0.05
69,97,Forward,36,185,623,82.15,0.77,0.16,3.7,74.5,2.0,0.09,0.0,0.17
1766,2581,Defender,28,193,194,77.89,0.05,0.01,0.7,79.0,2.6,0.1,0.02,0.02
447,647,Midfielder,21,170,76,42.54,0.13,0.13,1.0,84.5,0.4,0.03,0.0,0.03
2815,4040,Forward,29,190,82,47.99,0.07,0.05,0.8,61.6,3.3,0.11,0.01,0.02
3481,4928,Midfielder,33,170,185,81.31,0.06,0.11,1.1,83.4,0.7,0.19,0.01,0.09
717,1052,Midfielder,25,179,171,56.66,0.13,0.06,1.1,83.5,0.4,0.05,0.0,0.04
540,795,Midfielder,29,185,303,83.78,0.1,0.05,0.8,86.0,1.4,0.13,0.0,0.06
807,1158,Defender,25,184,168,86.49,0.04,0.05,0.4,86.6,1.3,0.36,0.0,0.01
3275,4653,Defender,24,185,113,80.51,0.01,0.01,0.4,79.3,2.0,0.1,0.0,0.02
744,1088,Defender,22,170,81,82.63,0.0,0.04,0.4,84.9,0.6,0.07,0.0,0.01
1092,1611,Midfielder,36,172,331,59.51,0.11,0.1,1.1,84.3,0.5,0.09,0.0,0.02
2848,4078,Midfielder,22,179,80,37.76,0.04,0.06,0.7,78.5,0.1,0.04,0.0,0.01
2007,2931,Midfielder,25,176,85,44.53,0.09,0.11,0.9,74.6,0.3,0.14,0.01,0.02
1875,2748,Forward,22,174,119,60.54,0.31,0.15,2.1,71.2,0.8,0.03,0.0,0.03
2771,3975,Midfielder,27,175,59,57.46,0.15,0.05,0.7,78.9,0.7,0.29,0.0,0.0
1180,1741,Midfielder,22,181,96,64.79,0.18,0.08,2.3,77.3,0.3,0.11,0.01,0.1
1980,2898,Forward,23,182,86,67.93,0.56,0.12,2.8,68.2,1.2,0.12,0.01,0.07
2471,3570,Defender,27,179,57,86.79,0.02,0.0,0.4,84.6,1.8,0.16,0.02,0.0
967,1428,Goalkeeper,26,185,54,86.33,0.0,0.0,0.0,66.3,0.2,0.02,0.0,0.04
106,159,Midfielder,19,180,70,75.53,0.04,0.1,0.5,85.4,0.4,0.14,0.0,0.04
17,25,Forward,21,195,79,55.22,0.19,0.04,1.2,69.0,1.2,0.08,0.0,0.0
2054,2988,Forward,34,175,89,65.53,0.03,0.07,0.7,64.2,1.6,0.16,0.0,0.0
1836,2691,Midfielder,21,189,55,56.05,0.02,0.04,0.3,85.9,0.9,0.18,0.02,0.0
923,1356,Defender,23,192,62,67.65,0.03,0.02,0.4,83.8,1.6,0.11,0.0,0.0
718,1053,Defender,26,178,188,78.07,0.02,0.05,0.2,77.6,2.1,0.12,0.0,0.02
372,524,Midfielder,23,181,110,73.1,0.04,0.04,0.7,89.9,0.4,0.15,0.02,0.02
1337,1982,Defender,28,179,158,68.45,0.02,0.15,0.5,80.7,0.7,0.11,0.01,0.02
417,605,Midfielder,28,175,124,70.87,0.02,0.06,0.5,82.6,1.2,0.19,0.0,0.02
1394,2064,Defender,30,189,97,81.21,0.05,0.01,0.5,81.8,2.4,0.09,0.02,0.05
1853,2722,Defender,24,185,67,85.64,0.03,0.0,0.3,91.8,1.9,0.09,0.0,0.0
1560,2273,Midfielder,26,179,94,54.31,0.02,0.05,0.6,79.0,0.5,0.23,0.0,0.02
651,950,Midfielder,22,178,66,50.09,0.05,0.05,1.0,79.4,0.4,0.05,0.02,0.06
3437,4868,Defender,23,180,63,57.86,0.02,0.05,0.3,74.6,0.9,0.1,0.0,0.0
1283,1894,Forward,21,191,88,62.92,0.3,0.05,1.4,76.5,0.9,0.03,0.0,0.07
3409,4829,Midfielder,28,170,99,70.98,0.08,0.12,0.8,72.9,0.6,0.07,0.0,0.05
552,811,Forward,33,186,221,52.74,0.23,0.04,2.2,78.1,0.8,0.15,0.01,0.03
3342,4735,Goalkeeper,30,192,69,89.36,0.0,0.0,0.0,52.8,0.3,0.04,0.0,0.03
1765,2576,Defender,28,189,315,85.06,0.05,0.03,0.4,89.0,2.4,0.11,0.01,0.02
2273,3290,Goalkeeper,40,193,332,89.85,0.0,0.0,0.0,61.9,0.3,0.04,0.0,0.03
3411,4833,Midfielder,29,180,159,64.9,0.07,0.03,0.7,82.5,0.5,0.04,0.0,0.01
2756,3953,Goalkeeper,25,186,174,89.75,0.0,0.0,0.0,59.5,0.3,0.03,0.0,0.03
865,1260,Midfielder,24,175,131,56.43,0.14,0.09,1.1,79.4,0.4,0.11,0.01,0.02
3859,5439,Defender,23,186,124,86.73,0.08,0.02,0.7,70.8,3.3,0.21,0.01,0.03
1437,2115,Midfielder,28,192,69,75.52,0.01,0.01,0.9,77.6,3.8,0.22,0.03,0.09
508,740,Goalkeeper,35,183,462,90.21,0.0,0.0,0.0,76.1,0.3,0.03,0.0,0.05
1735,2531,Defender,26,190,225,84.99,0.08,0.0,0.7,87.4,2.3,0.13,0.01,0.02
392,555,Defender,27,196,195,82.85,0.04,0.03,0.5,83.2,2.8,0.07,0.01,0.03
326,466,Goalkeeper,25,197,96,89.31,0.0,0.0,0.0,56.5,0.2,0.07,0.0,0.07
2966,4249,Midfielder,23,175,52,45.02,0.06,0.12,1.3,81.3,0.3,0.13,0.0,0.0
1293,1909,Midfielder,29,172,272,58.26,0.2,0.17,2.1,79.4,0.2,0.05,0.0,0.1
766,1113,Midfielder,29,186,113,48.34,0.04,0.04,0.4,83.3,0.5,0.18,0.01,0.0
1261,1860,Goalkeeper,28,186,125,88.14,0.0,0.01,0.0,54.8,0.3,0.1,0.01,0.03
2784,3996,Midfielder,24,183,190,77.1,0.05,0.09,0.8,81.5,0.9,0.05,0.01,0.03
3592,5079,Goalkeeper,29,191,132,89.67,0.0,0.0,0.0,53.2,0.2,0.06,0.0,0.09
3480,4927,Midfielder,22,185,95,48.87,0.01,0.02,0.6,82.3,1.0,0.09,0.01,0.03
1942,2843,Defender,21,185,124,79.56,0.02,0.08,0.4,76.5,1.8,0.15,0.0,0.02
1036,1532,Defender,30,195,155,77.45,0.12,0.03,0.7,84.5,3.1,0.21,0.01,0.06
2584,3724,Defender,33,185,264,81.96,0.05,0.03,0.6,67.4,4.7,0.14,0.01,0.09
1773,2592,Midfielder,23,187,154,77.99,0.23,0.25,2.0,84.5,0.7,0.08,0.0,0.13
1777,2597,Defender,24,189,115,80.67,0.02,0.03,0.5,86.3,2.6,0.27,0.01,0.04
2582,3722,Forward,27,179,62,78.77,0.47,0.13,2.9,78.6,0.4,0.06,0.0,0.06
2980,4268,Defender,27,193,182,76.0,0.02,0.02,0.3,82.5,2.9,0.2,0.02,0.02
1908,2791,Defender,28,189,227,79.3,0.04,0.02,0.4,72.7,2.6,0.11,0.01,0.03
397,562,Defender,24,182,183,87.13,0.03,0.02,0.4,84.5,2.2,0.15,0.0,0.01
57,80,Defender,26,185,65,66.92,0.03,0.08,0.8,77.4,0.7,0.2,0.0,0.02
1354,2014,Midfielder,22,170,77,39.43,0.04,0.03,0.2,82.3,0.4,0.08,0.01,0.01
948,1397,Midfielder,22,172,133,52.36,0.12,0.08,0.9,79.9,0.5,0.19,0.0,0.04
2679,3855,Midfielder,29,182,247,67.36,0.15,0.07,1.5,84.1,0.5,0.1,0.0,0.04
2742,3937,Goalkeeper,30,188,149,88.85,0.0,0.0,0.0,64.9,0.2,0.02,0.01,0.02
3802,5358,Midfielder,29,169,155,77.92,0.06,0.11,1.7,83.4,0.6,0.17,0.0,0.06
2548,3668,Midfielder,28,186,88,58.15,0.06,0.06,0.6,84.0,0.7,0.24,0.01,0.08
173,247,Defender,27,193,92,80.99,0.04,0.01,0.5,79.8,2.0,0.1,0.01,0.01
2465,3560,Goalkeeper,27,191,73,90.67,0.0,0.03,0.0,63.3,0.2,0.05,0.0,0.04
1587,2310,Defender,30,184,128,84.73,0.05,0.01,0.4,85.4,2.3,0.2,0.03,0.01
1035,1531,Defender,27,187,68,76.38,0.01,0.03,0.4,82.3,1.8,0.19,0.03,0.01
2474,3574,Defender,36,191,168,89.67,0.04,0.01,0.3,85.4,1.5,0.21,0.0,0.02
1356,2016,Midfielder,25,181,194,75.95,0.05,0.04,0.5,86.5,1.7,0.2,0.0,0.04
461,671,Defender,32,199,354,81.52,0.06,0.01,0.7,81.2,3.5,0.15,0.0,0.05
16,24,Midfielder,22,179,55,58.89,0.07,0.16,1.3,75.6,0.4,0.07,0.02,0.16
622,897,Midfielder,23,176,61,52.95,0.0,0.03,0.4,84.1,0.7,0.1,0.02,0.0
1101,1627,Defender,27,188,207,85.44,0.09,0.01,0.7,84.4,2.9,0.17,0.01,0.07
737,1079,Goalkeeper,23,194,121,90.0,0.0,0.0,0.0,66.7,0.3,0.09,0.0,0.08
2315,3345,Midfielder,25,178,186,66.35,0.03,0.02,0.4,81.4,0.4,0.16,0.02,0.01
331,475,Midfielder,29,185,60,60.48,0.07,0.03,0.9,82.4,0.6,0.1,0.0,0.02
1468,2164,Midfielder,30,177,135,75.17,0.01,0.0,0.2,86.0,0.6,0.12,0.01,0.0
28,38,Defender,22,187,53,75.06,0.04,0.06,0.2,84.5,1.6,0.11,0.0,0.02
1179,1739,Defender,31,186,264,84.11,0.04,0.0,0.7,84.7,2.1,0.2,0.01,0.02
3584,5068,Defender,27,195,53,83.34,0.06,0.02,0.6,78.3,3.3,0.25,0.0,0.02
2799,4020,Midfielder,25,173,79,73.8,0.06,0.11,1.5,82.3,0.5,0.23,0.01,0.03
1987,2909,Midfielder,26,183,142,71.04,0.04,0.05,0.6,83.5,1.4,0.15,0.01,0.01
2861,4094,Defender,25,193,156,86.44,0.09,0.03,0.8,81.6,3.2,0.17,0.01,0.05
1455,2141,Midfielder,32,176,277,77.85,0.07,0.07,1.1,75.4,1.9,0.22,0.01,0.06
2258,3266,Midfielder,26,183,147,76.22,0.12,0.04,1.1,85.1,0.9,0.15,0.0,0.02
2990,4282,Midfielder,24,167,73,37.34,0.04,0.07,0.6,76.5,0.0,0.05,0.0,0.01
3748,5293,Midfielder,33,189,139,61.36,0.03,0.13,0.9,86.9,0.7,0.09,0.02,0.02
1030,1523,Defender,27,182,60,62.5,0.05,0.02,0.4,82.1,1.9,0.13,0.0,0.02
3769,5317,Defender,32,188,160,83.05,0.02,0.0,0.4,86.8,1.9,0.22,0.02,0.01
1242,1832,Defender,21,187,94,85.64,0.09,0.01,0.4,91.8,1.5,0.15,0.02,0.01
1681,2440,Defender,25,189,63,79.33,0.05,0.02,0.6,89.5,1.5,0.21,0.02,0.05
375,527,Forward,28,180,267,63.33,0.26,0.05,1.6,74.2,2.1,0.1,0.0,0.05
3511,4965,Midfielder,23,170,87,47.87,0.03,0.07,0.6,79.0,0.2,0.13,0.0,0.01
1704,2476,Defender,23,197,52,78.85,0.08,0.1,0.5,82.9,1.9,0.13,0.02,0.0
1258,1857,Defender,32,172,140,84.86,0.01,0.07,0.5,67.4,1.0,0.21,0.0,0.01
2776,3983,Midfielder,26,181,148,54.65,0.03,0.02,0.7,82.5,0.2,0.24,0.01,0.0
3286,4667,Forward,27,188,192,61.55,0.26,0.1,2.0,64.9,1.3,0.04,0.0,0.04
950,1399,Midfielder,30,176,269,59.37,0.07,0.15,0.7,81.0,0.3,0.11,0.0,0.03
1868,2741,Midfielder,24,179,55,80.89,0.22,0.15,2.0,82.0,0.5,0.07,0.0,0.18
898,1321,Goalkeeper,32,195,152,89.57,0.0,0.0,0.0,69.0,0.2,0.11,0.0,0.05
2978,4265,Defender,22,182,91,76.53,0.08,0.05,0.7,74.1,1.6,0.23,0.01,0.05
1512,2217,Defender,28,180,112,73.67,0.06,0.03,0.6,72.4,1.5,0.22,0.0,0.04
1315,1946,Forward,27,187,286,60.93,0.26,0.08,1.9,66.3,3.0,0.12,0.0,0.07
481,701,Forward,27,187,154,38.95,0.22,0.05,1.4,63.5,1.8,0.05,0.01,0.03
35,48,Midfielder,31,180,300,71.24,0.27,0.25,2.1,78.6,0.5,0.05,0.0,0.11
